pretty_formula,material_id,num_atoms,host_energy_per_atom,Li_energy_per_atom,Na_energy_per_atom,Li_voltage,Na_voltage,cif
LiCo2Ni7O10,,20.0,-5.062785606757459,-5.082470926015246,-5.006187452519783,0.5132919919131824,0.6017694699092462,"# generated using pymatgen
data_LiCo2Ni7O10
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.16566740
_cell_length_b   5.16989044
_cell_length_c   7.88486618
_cell_angle_alpha   70.86202848
_cell_angle_beta   70.93982713
_cell_angle_gamma   80.41707523
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCo2Ni7O10
_chemical_formula_sum   'Li1 Co2 Ni7 O10'
_cell_volume   187.61169879
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.24881916  0.34509066  0.66558943  1.0
  Co  Co1  1  0.44658501  0.34363631  0.27014353  1.0
  Co  Co2  1  0.95343553  0.84430769  0.76349094  1.0
  Ni  Ni1  1  0.34670496  0.84876635  0.96257647  1.0
  Ni  Ni2  1  0.74877745  0.84478590  0.16610591  1.0
  Ni  Ni3  1  0.14901139  0.83919471  0.36821396  1.0
  Ni  Ni4  1  0.84529844  0.34521902  0.46872065  1.0
  Ni  Ni5  1  0.65019196  0.34346718  0.86155734  1.0
  Ni  Ni6  1  0.05143925  0.34267428  0.06254107  1.0
  Ni  Ni7  1  0.54630781  0.84244936  0.56723737  1.0
  O  O1  1  0.99199000  0.08751386  0.91978070  1.0
  O  O2  1  0.61173175  0.08597246  0.71722202  1.0
  O  O3  1  0.19780182  0.08940452  0.51268804  1.0
  O  O4  1  0.39761479  0.09647778  0.11556243  1.0
  O  O5  1  0.50400284  0.59740353  0.40962357  1.0
  O  O6  1  0.89060727  0.60118133  0.61592925  1.0
  O  O7  1  0.10058929  0.59103977  0.21612803  1.0
  O  O8  1  0.69909662  0.59166988  0.01479961  1.0
  O  O9  1  0.79850115  0.09738996  0.31558523  1.0
  O  O10  1  0.29565057  0.60088543  0.81904954  1.0
"
LiVCr2(CoO3)4,,20.0,-6.618380537528488,-6.586893790568465,-6.509546588740482,1.04544559832802,0.6230440365596368,"# generated using pymatgen
data_LiVCr2(CoO3)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.96853622
_cell_length_b   4.91287635
_cell_length_c   8.26361928
_cell_angle_alpha   89.43825418
_cell_angle_beta   89.99587975
_cell_angle_gamma   91.54191190
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiVCr2(CoO3)4
_chemical_formula_sum   'Li1 V1 Cr2 Co4 O12'
_cell_volume   201.63058665
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.98041807  0.89756960  0.84154141  1.0
  V  V1  1  0.37697350  0.44593479  0.82686165  1.0
  Cr  Cr1  1  0.36138072  0.95377636  0.15454897  1.0
  Cr  Cr2  1  0.86882302  0.44536924  0.04909646  1.0
  Co  Co1  1  0.87742703  0.43687852  0.64977301  1.0
  Co  Co2  1  0.47752055  0.49567236  0.36065286  1.0
  Co  Co3  1  0.36304143  0.94945570  0.53246949  1.0
  Co  Co4  1  0.87382317  0.95235192  0.35614721  1.0
  O  O1  1  0.20106684  0.69128361  0.02429287  1.0
  O  O2  1  0.03289881  0.16370374  0.19423682  1.0
  O  O3  1  0.69181296  0.63483253  0.86258098  1.0
  O  O4  1  0.53780117  0.12592603  0.35347147  1.0
  O  O5  1  0.19813082  0.76005428  0.35513273  1.0
  O  O6  1  0.52252467  0.22293192  0.02801668  1.0
  O  O7  1  0.05277019  0.26462892  0.86549095  1.0
  O  O8  1  0.69033846  0.71636298  0.19625628  1.0
  O  O9  1  0.03849418  0.14857729  0.51546707  1.0
  O  O10  1  0.50828825  0.21509305  0.68394117  1.0
  O  O11  1  0.68921387  0.72799998  0.51320374  1.0
  O  O12  1  0.21599045  0.69513213  0.69279888  1.0
"
LiCr(CuO2)2,,8.0,-5.805813337688299,-5.731899989434633,-5.548063911228386,0.271306551658971,0.546788625649977,"# generated using pymatgen
data_LiCr(CuO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.45624303
_cell_length_b   4.45923542
_cell_length_c   4.61484233
_cell_angle_alpha   89.98391811
_cell_angle_beta   90.02525976
_cell_angle_gamma   89.88181154
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr(CuO2)2
_chemical_formula_sum   'Li1 Cr1 Cu2 O4'
_cell_volume   91.70333991
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.25158224  0.04980037  0.14438862  1.0
  Cr  Cr1  1  0.75157762  0.54987690  0.14431292  1.0
  Cu  Cu1  1  0.75154900  0.05014379  0.64425925  1.0
  Cu  Cu2  1  0.25155476  0.55009625  0.64444811  1.0
  O  O1  1  0.51763938  0.78369316  0.37415783  1.0
  O  O2  1  0.51767755  0.31612586  0.91498860  1.0
  O  O3  1  0.98590103  0.31597683  0.37416002  1.0
  O  O4  1  0.98538495  0.78366439  0.91502536  1.0
"
LiCr2(NiO2)3,,12.0,-6.1642652391055,-5.962686022748592,-5.8438315882520655,-1.1978853571773938,0.5023532139583184,"# generated using pymatgen
data_LiCr2(NiO2)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.17733139
_cell_length_b   5.17814445
_cell_length_c   5.29291958
_cell_angle_alpha   101.00596264
_cell_angle_beta   101.01047911
_cell_angle_gamma   118.09650671
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr2(NiO2)3
_chemical_formula_sum   'Li1 Cr2 Ni3 O6'
_cell_volume   116.22894138
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.58874402  0.01615263  0.83944544  1.0
  Cr  Cr1  1  0.42542136  0.17949031  0.33949551  1.0
  Cr  Cr2  1  0.92166847  0.68311991  0.83946050  1.0
  Ni  Ni1  1  0.75569343  0.84935344  0.33955327  1.0
  Ni  Ni2  1  0.08861968  0.51619321  0.33949528  1.0
  Ni  Ni3  1  0.25812781  0.34672113  0.83950931  1.0
  O  O1  1  0.51427033  0.59450225  0.58942678  1.0
  O  O2  1  0.14636088  0.91299419  0.60714194  1.0
  O  O3  1  0.32113913  0.75135376  0.09404917  1.0
  O  O4  1  0.69186539  0.45851849  0.07178313  1.0
  O  O5  1  0.01029297  0.09058762  0.08949785  1.0
  O  O6  1  0.85346036  0.28381060  0.58499945  1.0
"
LiMnCr5NiN,,9.0,-8.776651828064264,-7.942942331634827,-7.634767256307318,-3.669933639800671,1.8496756779475754,"# generated using pymatgen
data_LiMnCr5NiN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.89242583
_cell_length_b   4.73283284
_cell_length_c   6.44426168
_cell_angle_alpha   70.24223838
_cell_angle_beta   72.42919328
_cell_angle_gamma   65.69051246
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMnCr5NiN
_chemical_formula_sum   'Li1 Mn1 Cr5 Ni1 N1'
_cell_volume   99.97286543
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.96489304  0.31746546  0.56031563  1.0
  Mn  Mn1  1  0.47716347  0.53227406  0.32152474  1.0
  Cr  Cr1  1  0.49590875  0.00612779  0.80798725  1.0
  Cr  Cr2  1  1.00508486  0.71639341  0.08247299  1.0
  Cr  Cr3  1  0.25239487  0.10081537  0.20573300  1.0
  Cr  Cr4  1  0.22785937  0.70281833  0.64977854  1.0
  Cr  Cr5  1  0.72379218  0.94795078  0.41668668  1.0
  Ni  Ni1  1  0.74094457  0.38009026  0.94687037  1.0
  N  N1  1  0.25568086  0.38272888  0.91527140  1.0
"
Li2Cr3Ni3O8,,16.0,-6.336333704022489,-6.183912077202315,-5.996604658011962,0.173760689461095,0.5745593535228255,"# generated using pymatgen
data_Li2Cr3Ni3O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.89618614
_cell_length_b   6.04255742
_cell_length_c   5.89653048
_cell_angle_alpha   118.79070569
_cell_angle_beta   89.56006187
_cell_angle_gamma   119.44699583
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2Cr3Ni3O8
_chemical_formula_sum   'Li2 Cr3 Ni3 O8'
_cell_volume   152.93307640
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.28188090  0.62268260  0.16935331  1.0
  Li  Li2  1  0.28219901  0.12282698  0.16942542  1.0
  Cr  Cr1  1  0.78180636  0.62279840  0.66943132  1.0
  Cr  Cr2  1  0.28209430  0.12281518  0.66947971  1.0
  Cr  Cr3  1  0.78240344  0.12295132  0.16974239  1.0
  Ni  Ni1  1  0.28209445  0.62325670  0.66969999  1.0
  Ni  Ni2  1  0.78181598  0.62280589  0.16946866  1.0
  Ni  Ni3  1  0.78223540  0.12306801  0.66959198  1.0
  O  O1  1  0.03727294  0.12443709  0.42328669  1.0
  O  O2  1  0.54646768  0.15712933  0.43850658  1.0
  O  O3  1  0.01741058  0.08832784  0.90044312  1.0
  O  O4  1  0.01381851  0.60298061  0.90226273  1.0
  O  O5  1  0.51810666  0.58640416  0.89617262  1.0
  O  O6  1  0.04533127  0.65919377  0.44266251  1.0
  O  O7  1  0.55009379  0.64299864  0.43671783  1.0
  O  O8  1  0.52756280  0.12204326  0.91625700  1.0
"
LiCr2NiO4,,8.0,-6.929202585986379,-6.549004496638195,-6.400432130018541,-1.0555821287990907,0.26467893295722744,"# generated using pymatgen
data_LiCr2NiO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.06008397
_cell_length_b   5.27693744
_cell_length_c   5.18249667
_cell_angle_alpha   106.88828722
_cell_angle_beta   87.85518463
_cell_angle_gamma   86.09662565
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr2NiO4
_chemical_formula_sum   'Li1 Cr2 Ni1 O4'
_cell_volume   79.74785188
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.03189715  0.50078641  0.47648587  1.0
  Cr  Cr1  1  0.52231009  0.49812308  0.97473616  1.0
  Cr  Cr2  1  0.02031998  0.99790596  0.97410351  1.0
  Ni  Ni1  1  0.52164639  0.99840046  0.47430105  1.0
  O  O1  1  0.06752244  0.77415232  0.23462948  1.0
  O  O2  1  0.55724280  0.77154690  0.75540365  1.0
  O  O3  1  0.97519603  0.22185058  0.71404948  1.0
  O  O4  1  0.48266288  0.22336011  0.19213291  1.0
"
LiNi7O8,,16.0,-4.794155451115095,-4.822635396810727,-4.728684982744439,0.3066345822452136,0.5793066250606134,"# generated using pymatgen
data_LiNi7O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.95276303
_cell_length_b   5.93863164
_cell_length_c   5.95531604
_cell_angle_alpha   60.00042531
_cell_angle_beta   90.03681955
_cell_angle_gamma   59.99291031
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiNi7O8
_chemical_formula_sum   'Li1 Ni7 O8'
_cell_volume   148.80283956
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.78064549  0.00097323  0.58755921  1.0
  Ni  Ni1  1  0.28078052  0.00092440  0.58752289  1.0
  Ni  Ni2  1  0.78085489  0.00084396  0.08760613  1.0
  Ni  Ni3  1  0.28076015  0.50099975  0.58761742  1.0
  Ni  Ni4  1  0.28073677  0.00091263  0.08748206  1.0
  Ni  Ni5  1  0.78062401  0.50082491  0.58765076  1.0
  Ni  Ni6  1  0.28054356  0.50090533  0.08755913  1.0
  Ni  Ni7  1  0.78070568  0.50102006  0.08769513  1.0
  O  O1  1  0.53061751  0.50093587  0.83744529  1.0
  O  O2  1  0.52654210  0.00079067  0.84166825  1.0
  O  O3  1  0.03473018  0.49300639  0.84147212  1.0
  O  O4  1  0.03460422  0.00071339  0.33375367  1.0
  O  O5  1  0.52682401  0.50876007  0.33366755  1.0
  O  O6  1  0.52673738  0.00098431  0.33368183  1.0
  O  O7  1  0.03468298  0.00083092  0.84162111  1.0
  O  O8  1  0.03055412  0.50082339  0.33768254  1.0
"
LiCoO2,,4.0,-5.73601545567178,-5.726384998679599,-5.388180644761868,0.7542936277030572,0.4289174156709233,"# generated using pymatgen
data_LiCoO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.82382614
_cell_length_b   2.82389985
_cell_length_c   4.95625649
_cell_angle_alpha   73.39798448
_cell_angle_beta   73.38382266
_cell_angle_gamma   59.98424271
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCoO2
_chemical_formula_sum   'Li1 Co1 O2'
_cell_volume   32.30430569
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.97912298  0.43845772  0.64298191  1.0
  Co  Co1  1  0.47915335  0.93890258  0.14302007  1.0
  O  O1  1  0.21975633  0.67932923  0.92223088  1.0
  O  O2  1  0.73852696  0.19847189  0.36380392  1.0
"
LiCo(Ni2O3)2,,12.0,-5.005701794886181,-5.060382204447798,-4.925925141561277,0.7186667096255848,0.6895847546382502,"# generated using pymatgen
data_LiCo(Ni2O3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.13498826
_cell_length_b   5.14763475
_cell_length_c   5.14976841
_cell_angle_alpha   119.98448204
_cell_angle_beta   99.59492344
_cell_angle_gamma   99.62020934
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCo(Ni2O3)2
_chemical_formula_sum   'Li1 Co1 Ni4 O6'
_cell_volume   111.14608360
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.65293250  0.46661444  0.80500843  1.0
  Co  Co1  1  0.65296166  0.79951718  0.47188999  1.0
  Ni  Ni1  1  0.15286251  0.63115562  0.64027364  1.0
  Ni  Ni2  1  0.15299987  0.96666823  0.30471066  1.0
  Ni  Ni3  1  0.15293046  0.30135137  0.97006285  1.0
  Ni  Ni4  1  0.65291587  0.13332199  0.13790453  1.0
  O  O1  1  0.90556997  0.20721069  0.54920720  1.0
  O  O2  1  0.90613971  0.55431150  0.23396166  1.0
  O  O3  1  0.39975430  0.03756142  0.71696079  1.0
  O  O4  1  0.90535760  0.89184078  0.88629943  1.0
  O  O5  1  0.40068739  0.38548793  0.37958980  1.0
  O  O6  1  0.40007442  0.72211148  0.06382981  1.0
"
LiCuO,,3.0,-4.450197898200725,-4.634802212562501,-4.24303009651192,0.0608108412860515,0.2514163481517388,"# generated using pymatgen
data_LiCuO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.93784456
_cell_length_b   2.93596094
_cell_length_c   3.69628363
_cell_angle_alpha   90.22781457
_cell_angle_beta   90.05013651
_cell_angle_gamma   90.13527026
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCuO
_chemical_formula_sum   'Li1 Cu1 O1'
_cell_volume   31.88155997
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.03727339  0.87760438  0.59807702  1.0
  Cu  Cu1  1  0.53613376  0.37797916  0.09857043  1.0
  O  O1  1  0.53686622  0.37772275  0.59849867  1.0
"
LiCrO2,,4.0,-7.0407378560524085,-6.701415094460581,-6.104038416451654,0.7402468096850976,1.4656067120357075,"# generated using pymatgen
data_LiCrO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.96523194
_cell_length_b   2.96357076
_cell_length_c   3.96991684
_cell_angle_alpha   90.01439909
_cell_angle_beta   89.99153064
_cell_angle_gamma   89.98939959
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCrO2
_chemical_formula_sum   'Li1 Cr1 O2'
_cell_volume   34.88633564
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.83900277  0.55565062  0.39977378  1.0
  Cr  Cr1  1  0.33915497  0.05514520  0.90009048  1.0
  O  O1  1  0.83918847  0.55521380  0.89982047  1.0
  O  O2  1  0.33919196  0.05538505  0.39957462  1.0
"
Li4Mn4O3F7,,18.0,-6.015735630687689,-5.940236343448697,-5.720008277517259,0.7327888381122216,0.06712629669146919,"# generated using pymatgen
data_Li4Mn4O3F7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.73189994
_cell_length_b   5.79510352
_cell_length_c   7.51958907
_cell_angle_alpha   108.10986222
_cell_angle_beta   110.90530106
_cell_angle_gamma   86.39758701
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li4Mn4O3F7
_chemical_formula_sum   'Li4 Mn4 O3 F7'
_cell_volume   221.45099008
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.57116074  0.87784966  0.47672089  1.0
  Li  Li2  1  0.62875141  0.52123628  0.15034444  1.0
  Li  Li3  1  0.08449696  0.86252157  0.37667547  1.0
  Li  Li4  1  0.24445293  0.21606813  0.74298026  1.0
  Mn  Mn1  1  0.65813549  0.92115612  0.01109991  1.0
  Mn  Mn2  1  0.13221356  0.71999719  0.81941712  1.0
  Mn  Mn3  1  0.22383455  0.18642057  0.20913947  1.0
  Mn  Mn4  1  0.53905673  0.45249856  0.62628278  1.0
  O  O1  1  0.29154112  0.03925177  0.94015080  1.0
  O  O2  1  0.33855987  0.12821365  0.48616102  1.0
  O  O3  1  0.44628051  0.56698988  0.88745983  1.0
  F  F1  1  0.04158251  0.79682706  0.09693872  1.0
  F  F2  1  0.18176861  0.67802760  0.54387264  1.0
  F  F3  1  0.73173744  0.86794853  0.29865240  1.0
  F  F4  1  0.84470506  0.27071213  0.12115744  1.0
  F  F5  1  0.94421037  0.39685171  0.71370370  1.0
  F  F6  1  0.76322449  0.82733199  0.72969595  1.0
  F  F7  1  0.48526112  0.50066508  0.33350710  1.0
"
LiCrNiO3,,12.0,-6.265402429030272,-6.176373324239506,-5.923443415792312,0.78802780028568,0.5936794506831649,"# generated using pymatgen
data_LiCrNiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.13690125
_cell_length_b   5.13014082
_cell_length_c   5.13313220
_cell_angle_alpha   119.26614420
_cell_angle_beta   100.28327595
_cell_angle_gamma   100.33244172
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCrNiO3
_chemical_formula_sum   'Li2 Cr2 Ni2 O6'
_cell_volume   110.36750206
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.40288148  0.76322293  0.39011525  1.0
  Li  Li2  1  0.40299715  0.43219018  0.72117650  1.0
  Cr  Cr1  1  0.90308797  0.92827288  0.22522388  1.0
  Cr  Cr2  1  0.40286298  0.09905647  0.05448726  1.0
  Ni  Ni1  1  0.90294396  0.26632704  0.88729532  1.0
  Ni  Ni2  1  0.90295549  0.59745494  0.55626601  1.0
  O  O1  1  0.65949425  0.50901516  0.13935776  1.0
  O  O2  1  0.65358192  0.86169187  0.83230853  1.0
  O  O3  1  0.14639073  0.01440527  0.64461694  1.0
  O  O4  1  0.66121604  0.17132147  0.45008970  1.0
  O  O5  1  0.14438472  0.70350049  0.98232536  1.0
  O  O6  1  0.15231474  0.32156144  0.29179182  1.0
"
LiCr2O4,,7.0,-7.218029308937081,-7.059577972657396,-6.935123591521244,1.1656699549792835,-0.052719332046937684,"# generated using pymatgen
data_LiCr2O4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.96356276
_cell_length_b   5.18358564
_cell_length_c   5.08205438
_cell_angle_alpha   72.15784614
_cell_angle_beta   89.06609450
_cell_angle_gamma   89.94941335
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr2O4
_chemical_formula_sum   'Li1 Cr2 O4'
_cell_volume   74.30451868
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.76971446  0.14784605  0.22012089  1.0
  Cr  Cr1  1  0.77265005  0.64768045  0.72071613  1.0
  Cr  Cr2  1  0.27159416  0.64753818  0.22081599  1.0
  O  O1  1  0.26691296  0.43771215  0.96843317  1.0
  O  O2  1  0.27860818  0.85780300  0.47267531  1.0
  O  O3  1  0.78048986  0.44323709  0.43794837  1.0
  O  O4  1  0.76312744  0.85173224  0.00377661  1.0
"
LiCr(NiO2)2,,8.0,-5.856323560276636,-5.841929451429462,-5.670570968582302,0.797970689499242,0.44696786277728107,"# generated using pymatgen
data_LiCr(NiO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.97281771
_cell_length_b   5.17921960
_cell_length_c   5.18383781
_cell_angle_alpha   70.44691518
_cell_angle_beta   89.99296850
_cell_angle_gamma   89.96322715
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr(NiO2)2
_chemical_formula_sum   'Li1 Cr1 Ni2 O4'
_cell_volume   75.21210992
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.23473350  0.69310818  0.74119406  1.0
  Cr  Cr1  1  0.23493823  0.19288410  0.24139020  1.0
  Ni  Ni1  1  0.73485279  0.69327848  0.24062188  1.0
  Ni  Ni2  1  0.73484749  0.19349401  0.74109321  1.0
  O  O1  1  0.73515486  0.42583774  0.00936570  1.0
  O  O2  1  0.73469063  0.95995883  0.47344882  1.0
  O  O3  1  0.23457766  0.43347702  0.48159299  1.0
  O  O4  1  0.23529883  0.95303702  0.00025006  1.0
"
LiCrO2,,4.0,-7.218361286940266,-6.810288402165506,-6.455495952672204,0.6428697478412255,0.4952697979732075,"# generated using pymatgen
data_LiCrO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.98527355
_cell_length_b   2.98436964
_cell_length_c   5.55349522
_cell_angle_alpha   74.38583875
_cell_angle_beta   74.37575595
_cell_angle_gamma   60.01228492
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCrO2
_chemical_formula_sum   'Li1 Cr1 O2'
_cell_volume   40.72971395
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.65131351  0.94926495  0.14046457  1.0
  Cr  Cr1  1  0.49893384  0.79698760  0.60016451  1.0
  O  O1  1  0.76862334  0.06662507  0.79097236  1.0
  O  O2  1  0.24005102  0.53805992  0.37710442  1.0
"
