pretty_formula,material_id,num_atoms,host_energy_per_atom,Li_energy_per_atom,Na_energy_per_atom,Li_voltage,Na_voltage,cif
LiNb2(FeO4)2,mp-31761,13,-8.023941943242127,-7.732142808755512,-7.662889812304973,-0.7126468050838595,-0.023611046143000358,"# generated using pymatgen
data_LiNb2(FeO4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.95138751
_cell_length_b   6.75560858
_cell_length_c   6.89393036
_cell_angle_alpha   106.08783961
_cell_angle_beta   90.08910959
_cell_angle_gamma   106.96202409
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiNb2(FeO4)2
_chemical_formula_sum   'Li1 Nb2 Fe2 O8'
_cell_volume   168.44680858
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.31275018  0.62943306  0.48154346  1
  Nb  Nb1  1  0.09856479  0.19845751  0.21527983  1
  Nb  Nb2  1  0.89698324  0.79646272  0.78453483  1
  Fe  Fe3  1  0.19361798  0.39364113  0.80504219  1
  Fe  Fe4  1  0.79286073  0.59093311  0.17601528  1
  O  O5  1  0.25996492  0.52327418  0.18135916  1
  O  O6  1  0.75031420  0.50470838  0.86949715  1
  O  O7  1  0.37086993  0.74470516  0.78031235  1
  O  O8  1  0.62887056  0.26073988  0.18461416  1
  O  O9  1  0.04712313  0.10031992  0.86768373  1
  O  O10  1  0.94271632  0.88636129  0.13765560  1
  O  O11  1  0.14592245  0.29172745  0.49146019  1
  O  O12  1  0.85314856  0.70923621  0.49500104  1
"
LiHoCr2O6,mp-1041225,20,-7.362792354383345,-7.252326631452675,-7.1515454396192215,1.3149351250766488,0.0839119183345387,"# generated using pymatgen
data_LiHoCr2O6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.13262605
_cell_length_b   5.44087232
_cell_length_c   7.39824739
_cell_angle_alpha   89.98082561
_cell_angle_beta   90.00000068
_cell_angle_gamma   90.00000069
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiHoCr2O6
_chemical_formula_sum   'Li2 Ho2 Cr4 O12'
_cell_volume   206.60317134
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.01850822  0.67611088  0.00013513  1
  Ho  Ho1  1  0.51850812  0.32388911  0.49986485  1
  Li  Li2  1  0.50027967  0.24780954  -0.00027335  1
  Li  Li3  1  1.00027972  0.75219049  0.50027336  1
  Cr  Cr4  1  1.00043578  0.23728955  0.75009553  1
  Cr  Cr5  1  1.00098221  0.23720132  0.25022642  1
  Cr  Cr6  1  0.50098205  0.76279871  0.24977356  1
  Cr  Cr7  1  0.50043564  0.76271044  0.74990447  1
  O  O8  1  0.10452276  0.21418755  0.49981733  1
  O  O9  1  0.19951558  0.94051688  0.80348828  1
  O  O10  1  0.19949051  0.93946343  0.19689830  1
  O  O11  1  0.30296567  0.44266287  0.80272317  1
  O  O12  1  0.30286858  0.44243283  0.19718843  1
  O  O13  1  0.39508822  0.72287669  0.50008829  1
  O  O14  1  0.60452276  0.78581251  0.00018267  1
  O  O15  1  0.69949049  0.06053658  0.30310170  1
  O  O16  1  0.69951550  0.05948305  0.69651170  1
  O  O17  1  0.80296566  0.55733710  0.69727685  1
  O  O18  1  0.80286866  0.55756716  0.30281160  1
  O  O19  1  0.89508822  0.27712331  -0.00008828  1
"
Cs2LiMnF6,mp-557912,10,-4.8404965840256615,-4.84790858857479,-4.816884286084598,-0.0285833704830507,-0.6136569750980785,"# generated using pymatgen
data_Cs2LiMnF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.17220133
_cell_length_b   6.17219799
_cell_length_c   6.17219670
_cell_angle_alpha   59.99993821
_cell_angle_beta   59.99998945
_cell_angle_gamma   59.99986080
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2LiMnF6
_chemical_formula_sum   'Cs2 Li1 Mn1 F6'
_cell_volume   166.26621045
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.24999954  0.24999700  0.25000044  1
  Cs  Cs1  1  0.75000041  0.75000295  0.74999963  1
  Li  Li2  1  0.50000070  0.50000026  0.49999931  1
  Mn  Mn3  1  -0.00000187  0.00000672  0.00000186  1
  F  F4  1  0.77198514  0.77198524  0.22801499  1
  F  F5  1  0.77199347  0.22800239  0.77198821  1
  F  F6  1  0.22800822  0.77198832  0.22801008  1
  F  F7  1  0.77198874  0.22801143  0.22801097  1
  F  F8  1  0.22801537  0.22801577  0.77198449  1
  F  F9  1  0.22801027  0.77198991  0.77199001  1
"
Li(WO2)2,mp-1040834,14,-7.19649583869176,-6.812740730588732,-6.76362801690035,-0.4329899180294374,-0.5801110041813304,"# generated using pymatgen
data_Li(WO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.26397028
_cell_length_b   6.25677295
_cell_length_c   6.24592666
_cell_angle_alpha   62.43171442
_cell_angle_beta   61.41463596
_cell_angle_gamma   63.00442830
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li(WO2)2
_chemical_formula_sum   'Li2 W4 O8'
_cell_volume   181.85011984
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  -0.00790180  0.01058855  0.00831900  1
  Li  Li1  1  0.63839732  0.61610853  0.63154055  1
  W  W2  1  0.21287867  0.20758767  0.21118864  1
  W  W3  1  0.62400642  0.11499092  0.62563011  1
  W  W4  1  0.62807797  0.62185772  0.11967281  1
  W  W5  1  0.12297727  0.62953104  0.62676575  1
  O  O6  1  0.84202382  0.38050437  0.38918974  1
  O  O7  1  0.39503696  0.37583987  0.83977840  1
  O  O8  1  0.40144942  0.84855003  0.37005534  1
  O  O9  1  0.40140794  0.39114343  0.38411524  1
  O  O10  1  0.84936347  0.86813418  0.87862027  1
  O  O11  1  0.85822034  0.41132653  0.88208073  1
  O  O12  1  0.87397443  0.89148249  0.40981014  1
  O  O13  1  0.41009075  0.88235769  0.87323626  1
"
LiMo2(WS4)2,mp-1027269,13,-7.587828064755584,-7.145080739304628,-7.1023935880501545,-3.111087166106837,-0.3689670336918427,"# generated using pymatgen
data_LiMo2(WS4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.19252117
_cell_length_b   3.19252445
_cell_length_c   42.96946686
_cell_angle_alpha   89.99896305
_cell_angle_beta   89.99982849
_cell_angle_gamma   119.99987129
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMo2(WS4)2
_chemical_formula_sum   'Li1 Mo2 W2 S8'
_cell_volume   379.27933279
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.33332681  0.66665283  0.56702417  1
  Mo  Mo1  1  0.33332582  0.66664034  0.09389974  1
  Mo  Mo2  1  0.66667102  0.33334336  0.66067100  1
  W  W3  1  0.33332392  0.66665122  0.46153196  1
  W  W4  1  0.66668211  0.33336866  0.28186786  1
  S  S5  1  0.33332875  0.66667561  0.31833116  1
  S  S6  1  0.33333481  0.66666284  0.69672041  1
  S  S7  1  0.66666415  0.33331683  0.05764417  1
  S  S8  1  0.66666995  0.33333599  0.42499450  1
  S  S9  1  0.66665346  0.33329876  0.13014432  1
  S  S10  1  0.66664732  0.33330724  0.49802302  1
  S  S11  1  0.33336526  0.66672333  0.24540507  1
  S  S12  1  0.33334056  0.66669002  0.62434263  1
"
LiHo4Ti2O10,mp-752724,17,-8.586300551741479,-8.206016178377842,-8.15198108192437,-2.8217337954403474,-0.005303360290977999,"# generated using pymatgen
data_LiHo4Ti2O10
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.17789492
_cell_length_b   5.85546144
_cell_length_c   10.50377574
_cell_angle_alpha   89.96443028
_cell_angle_beta   90.01903555
_cell_angle_gamma   68.86285934
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiHo4Ti2O10
_chemical_formula_sum   'Li1 Ho4 Ti2 O10'
_cell_volume   239.67083982
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.13450068  0.72654270  0.93063946  1
  Ho  Ho1  1  0.13335642  0.72739384  0.56909201  1
  Ho  Ho2  1  0.85870030  0.29418974  0.06422215  1
  Ho  Ho3  1  0.85737586  0.29550546  0.43564543  1
  Li  Li4  1  0.60706677  0.91994798  0.25137926  1
  Ti  Ti5  1  0.20607768  0.62079257  0.24956452  1
  Ti  Ti6  1  0.77513235  0.36030598  0.74993696  1
  O  O7  1  1.01735997  0.91100054  0.37557061  1
  O  O8  1  1.01951343  0.90926593  0.12434420  1
  O  O9  1  0.70352051  0.59572100  0.90975890  1
  O  O10  1  0.70309850  0.59635490  0.59007905  1
  O  O11  1  0.28448376  0.47007793  0.74995884  1
  O  O12  1  0.71830338  0.56886381  0.25004759  1
  O  O13  1  0.30112968  0.41102551  0.09073089  1
  O  O14  1  0.30005078  0.41258381  0.40896586  1
  O  O15  1  0.93197039  0.11136420  0.62332656  1
  O  O16  1  0.93169352  0.11073210  0.87673773  1
"
Sr2LiNiRuO6,mp-1078758,11,-6.27515717496684,-5.980704341879121,-5.772915027862298,-1.9070239889980725,1.3617824541850565,"# generated using pymatgen
data_Sr2LiNiRuO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.90573281
_cell_length_b   5.90573592
_cell_length_c   5.52709906
_cell_angle_alpha   62.09911803
_cell_angle_beta   62.09910765
_cell_angle_gamma   56.32534548
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sr2LiNiRuO6
_chemical_formula_sum   'Sr2 Li1 Ni1 Ru1 O6'
_cell_volume   135.96165633
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.19986613  0.19986584  0.30013417  1
  Sr  Sr1  1  0.80013093  0.80013128  0.69986934  1
  Li  Li2  1  0.49999823  0.49999769  0.00000162  1
  Ni  Ni3  1  -0.00000082  -0.00000174  0.00000141  1
  Ru  Ru4  1  0.49999955  0.49999966  0.50000053  1
  O  O5  1  0.74572559  0.25274537  0.24997412  1
  O  O6  1  0.74725296  0.25427683  0.75002539  1
  O  O7  1  0.72692705  0.72692579  0.27307511  1
  O  O8  1  0.25274533  0.74572513  0.75155472  1
  O  O9  1  0.25427897  0.74725533  0.24844182  1
  O  O10  1  0.27307606  0.27307879  0.72692183  1
"
LiV4(OF2)4,mp-753849,17,-6.395865352933419,-6.346831774991684,-6.302762014159764,0.6190945279239246,-0.17471406585735583,"# generated using pymatgen
data_LiV4(OF2)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.18039316
_cell_length_b   9.57082330
_cell_length_c   5.25097335
_cell_angle_alpha   105.47603197
_cell_angle_beta   120.78660295
_cell_angle_gamma   72.80495794
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiV4(OF2)4
_chemical_formula_sum   'Li1 V4 O4 F8'
_cell_volume   211.53440085
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.36136645  0.93955661  0.64795339  1
  V  V1  1  0.00132016  0.99807857  0.00000270  1
  V  V2  1  0.72229616  0.74039820  0.26275818  1
  V  V3  1  0.50285583  0.49782432  0.49947152  1
  V  V4  1  0.27866689  0.25844007  0.73711806  1
  O  O5  1  0.35735471  0.88101687  0.22620551  1
  O  O6  1  0.29476049  0.36940779  0.54775007  1
  O  O7  1  0.71520165  0.62600717  0.45310933  1
  O  O8  1  0.63188612  0.10638854  0.79797719  1
  F  F9  1  0.11368066  0.62321883  0.25898989  1
  F  F10  1  0.03685941  0.11904670  0.39157078  1
  F  F11  1  0.49826970  0.36028028  0.13923874  1
  F  F12  1  0.75363354  0.86665040  1.00809214  1
  F  F13  1  0.21813989  0.11624727  0.94849760  1
  F  F14  1  0.50167201  0.63578236  0.86035049  1
  F  F15  1  -0.00636050  0.87204568  0.61413737  1
  F  F16  1  0.89339578  0.37532435  0.74427703  1
"
LiMnTl(VS2)4,mp-1103874,15,-6.561069723357238,-6.311488882335594,-6.221097062694509,-2.125842891967433,0.431977294616277,"# generated using pymatgen
data_LiMnTl(VS2)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.32605264
_cell_length_b   8.89745036
_cell_length_c   8.91567404
_cell_angle_alpha   105.88773943
_cell_angle_beta   100.77026553
_cell_angle_gamma   89.99623949
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMnTl(VS2)4
_chemical_formula_sum   'Li1 Mn1 Tl1 V4 S8'
_cell_volume   248.93112851
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.95680095  0.20170254  0.91556095  1
  Mn  Mn1  1  0.00345595  0.51327585  0.00727525  1
  Tl  Tl2  1  0.49613068  0.93223913  -0.00038329  1
  V  V3  1  0.71304765  0.86262142  0.42223614  1
  V  V4  1  0.29109804  0.13817100  0.57999836  1
  V  V5  1  0.68170884  0.50342860  0.36152282  1
  V  V6  1  0.31649438  0.49814231  0.63135718  1
  S  S7  1  0.84352652  0.00457208  0.68418156  1
  S  S8  1  0.16015895  0.99221864  0.31828439  1
  S  S9  1  0.74915363  0.31579554  0.50154977  1
  S  S10  1  0.24624748  0.68490149  0.49484949  1
  S  S11  1  0.90846988  0.65103083  0.81395757  1
  S  S12  1  0.09122485  0.35321612  0.18216655  1
  S  S13  1  0.58127981  0.66257525  0.16268249  1
  S  S14  1  0.41953645  0.35798519  0.83904778  1
"
Li(MoO2)4,mp-1383701,13,-7.367060680270474,-7.118206026768015,-7.06102232898832,-0.8112498152615002,-0.18051192886396183,"# generated using pymatgen
data_Li(MoO2)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.24639875
_cell_length_b   7.77389035
_cell_length_c   7.57317193
_cell_angle_alpha   82.79029420
_cell_angle_beta   78.73724537
_cell_angle_gamma   78.34208984
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li(MoO2)4
_chemical_formula_sum   'Li1 Mo4 O8'
_cell_volume   182.83990680
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.38518386  0.36858964  -0.15795022  1
  Mo  Mo1  1  0.11577081  0.68784743  0.53522386  1
  Mo  Mo2  1  0.62734969  1.00762087  0.20278971  1
  Mo  Mo3  1  0.29522470  0.00623164  0.82445126  1
  Mo  Mo4  1  0.83627360  0.33121538  0.47844179  1
  O  O5  1  0.34016293  0.21558018  0.63226274  1
  O  O6  1  0.93420412  0.87919305  0.72771177  1
  O  O7  1  0.00307025  0.14706296  0.30047935  1
  O  O8  1  0.60788458  0.82530085  0.40618617  1
  O  O9  1  0.63834501  0.52682087  0.65937641  1
  O  O10  1  0.24555397  0.88958399  0.07937249  1
  O  O11  1  0.29765288  0.46792183  0.36712057  1
  O  O12  1  0.67332352  0.14703135  0.94453409  1
"
K2LiLa2Ti3O10,mp-6548,18,-8.020989289867643,-7.614202142414554,-7.567190746320149,-4.244379364287975,-0.0776948703007152,"# generated using pymatgen
data_K2LiLa2Ti3O10
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.95564420
_cell_length_b   3.95564369
_cell_length_c   14.68762339
_cell_angle_alpha   97.73986760
_cell_angle_beta   97.73987015
_cell_angle_gamma   89.99294721
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K2LiLa2Ti3O10
_chemical_formula_sum   'K2 Li1 La2 Ti3 O10'
_cell_volume   225.61265514
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.30402872  0.30402885  0.60805778  1
  K  K1  1  0.69597117  0.69597133  0.39194212  1
  La  La2  1  0.42883113  0.42883093  0.85766240  1
  La  La3  1  0.57116896  0.57116885  0.14233747  1
  Li  Li4  1  0.74999929  0.25000067  0.49999994  1
  Ti  Ti5  1  0.14101122  0.14101112  0.28202204  1
  Ti  Ti6  1  0.85898891  0.85898887  0.71797793  1
  Ti  Ti7  1  0.00000000  -0.00000003  -0.00000004  1
  O  O8  1  0.79311355  0.79311334  0.58622734  1
  O  O9  1  0.20688686  0.20688647  0.41377248  1
  O  O10  1  0.86923262  0.36923248  0.73846533  1
  O  O11  1  0.37035546  0.87035545  0.74071100  1
  O  O12  1  0.12964455  0.62964454  0.25928886  1
  O  O13  1  0.63076751  0.13076738  0.26153464  1
  O  O14  1  0.93265186  0.93265152  0.86530365  1
  O  O15  1  0.50022853  1.00022871  1.00045708  1
  O  O16  1  -0.00022868  0.49977142  -0.00045722  1
  O  O17  1  0.06734834  0.06734809  0.13469618  1
"
LiV2ZnO6,mp-1045698,20,-6.699646408228433,-6.528281834607429,-6.4208815469716685,0.0428006720183988,0.1501028763576099,"# generated using pymatgen
data_LiV2ZnO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.19588857
_cell_length_b   5.18072740
_cell_length_c   7.39297327
_cell_angle_alpha   90.00026181
_cell_angle_beta   90.62390915
_cell_angle_gamma   89.99856953
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiV2ZnO6
_chemical_formula_sum   'Li2 V4 Zn2 O12'
_cell_volume   198.99582130
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  -0.01295055  -0.04348636  0.50898308  1
  V  V1  1  0.51297512  0.45648622  0.49103212  1
  V  V2  1  0.50193135  0.50561806  0.00154550  1
  V  V3  1  -0.00193616  0.00559750  -0.00155516  1
  Zn  Zn4  1  0.96529934  0.48916011  0.76253381  1
  Zn  Zn5  1  0.53470905  0.98912595  0.23747185  1
  Li  Li6  1  0.46140765  0.01051593  0.76159750  1
  Li  Li7  1  0.03858634  0.51050665  0.23839802  1
  O  O8  1  0.45218753  0.61547745  0.26098292  1
  O  O9  1  0.04781021  0.11546254  0.73898320  1
  O  O10  1  0.94544085  0.90745863  0.26207791  1
  O  O11  1  0.55455215  0.40745444  0.73794793  1
  O  O12  1  0.69579423  0.83087347  0.95155267  1
  O  O13  1  0.80419444  0.33086934  0.04846042  1
  O  O14  1  0.17433669  0.67945101  0.55919272  1
  O  O15  1  0.32568989  0.17946057  0.44081048  1
  O  O16  1  0.68721552  0.83027346  0.56077856  1
  O  O17  1  0.81278107  0.33024109  0.43922315  1
  O  O18  1  0.30830433  0.17473492  0.05490198  1
  O  O19  1  0.19167100  0.67471897  0.94508138  1
"
Li5Ca2Ge,mp-1206798,8,-2.965901340201716,-2.297411953504427,-1.928847757833557,-3.3142774331928617,-0.18677160865826092,"# generated using pymatgen
data_Li5Ca2Ge
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.19839018
_cell_length_b   6.66790341
_cell_length_c   6.66837152
_cell_angle_alpha   55.39160017
_cell_angle_beta   62.30045459
_cell_angle_gamma   62.29809754
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li5Ca2Ge
_chemical_formula_sum   'Li5 Ca2 Ge1'
_cell_volume   193.06176554
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.49971906  0.50031307  0.50028072  1
  Ca  Ca1  1  0.50060638  -0.00053926  0.00056121  1
  Li  Li2  1  0.50008767  0.50020444  -0.00004869  1
  Ca  Ca3  1  -0.00030638  0.50037384  0.49913931  1
  Li  Li4  1  -0.00026411  -0.00006986  0.50022520  1
  Li  Li5  1  0.00010827  0.49960657  0.00053834  1
  Li  Li6  1  0.49949049  0.00030385  0.49986279  1
  Ge  Ge7  1  0.00055863  -0.00019268  -0.00055889  1
"
LiTiTe2,mp-1907,4,-5.387598918193734,-4.823547975216889,-4.645078641549239,-1.811804853713645,-0.21002266532940173,"# generated using pymatgen
data_LiTiTe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.96173377
_cell_length_b   3.96173388
_cell_length_c   6.88042542
_cell_angle_alpha   90.00003154
_cell_angle_beta   89.99996960
_cell_angle_gamma   120.00001696
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiTiTe2
_chemical_formula_sum   'Li1 Ti1 Te2'
_cell_volume   93.52257068
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00000001  0.00000001  0.50000001  1
  Ti  Ti1  1  0.00000007  0.00000005  0.00000001  1
  Te  Te2  1  0.33333337  0.66666645  0.24065686  1
  Te  Te3  1  0.66666656  0.33333348  0.75934312  1
"
LiPr(ReO4)2,mp-754632,12,-8.304709563627137,-7.864215217924208,-7.789869916130827,-1.924422584808009,-0.03175637847942614,"# generated using pymatgen
data_LiPr(ReO4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.46671102
_cell_length_b   6.48368671
_cell_length_c   5.97997544
_cell_angle_alpha   90.67075527
_cell_angle_beta   89.37805487
_cell_angle_gamma   121.30367856
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiPr(ReO4)2
_chemical_formula_sum   'Li1 Pr1 Re2 O8'
_cell_volume   214.21137401
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  1.00156107  -0.00239125  0.98826681  1
  Li  Li1  1  0.55719707  0.44391141  0.11262170  1
  Re  Re2  1  0.32539676  0.67345513  0.31302256  1
  Re  Re3  1  0.68176872  0.31861311  0.68068833  1
  O  O4  1  0.17718018  0.82109751  0.21477903  1
  O  O5  1  0.20490639  0.37147842  0.19194976  1
  O  O6  1  0.33147849  0.66818385  0.60292470  1
  O  O7  1  0.39876941  0.18846304  0.84279083  1
  O  O8  1  0.63021123  0.79388618  0.19700454  1
  O  O9  1  0.65262144  0.35425200  0.39319371  1
  O  O10  1  0.80972478  0.60313156  0.83899572  1
  O  O11  1  0.83315144  0.16175102  0.74376333  1
"
LiY2Bi2O7,mp-753691,12,-7.131798547049209,-6.915430448284924,-6.818201254432217,-0.4078186381222179,0.24285032623248798,"# generated using pymatgen
data_LiY2Bi2O7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.04442856
_cell_length_b   6.04630282
_cell_length_c   6.11272260
_cell_angle_alpha   85.69734482
_cell_angle_beta   94.19278492
_cell_angle_gamma   73.26189043
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiY2Bi2O7
_chemical_formula_sum   'Li1 Y2 Bi2 O7'
_cell_volume   212.27818486
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.68172099  0.69322879  0.99631471  1
  Y  Y1  1  0.30722070  0.31838473  0.99656527  1
  Li  Li2  1  0.15988927  0.83974526  0.88425476  1
  Bi  Bi3  1  0.25682403  0.74275364  0.39196805  1
  Bi  Bi4  1  0.73483579  0.26554235  0.61244479  1
  O  O5  1  0.04592244  0.65004403  0.13550301  1
  O  O6  1  0.35225903  0.95432496  0.13791285  1
  O  O7  1  0.43092750  0.56967165  0.78229165  1
  O  O8  1  0.02487999  0.97345438  0.58890328  1
  O  O9  1  0.55333096  0.44640262  0.24110484  1
  O  O10  1  0.94058867  0.41339675  0.82548948  1
  O  O11  1  0.58451866  0.06013286  0.82391528  1
"
